id,title,title_source,start,end,title_uri,ccodes,variants,types,aat_types,matches,lon,lat,geowkt,geo_source,geo_id,description,parent_name,parent_id
8597,Wenden,Historical Conflict Event Dataset,1578,,,LV,,battlefield,300000835,,25.2668719,57.308611,,,,Livonian War,,
8598,Wepener,Historical Conflict Event Dataset,1900,,,ZA,,battlefield,300000835,,27.0205594,-29.7293819,,,,2nd Anglo-Boer War,,
8599,Werbach,Historical Conflict Event Dataset,1866,,,DE,,battlefield,300000835,,9.6414142,49.6710091,,,,Seven Weeks War,,
8600,Werben,Historical Conflict Event Dataset,1631,,,DE,,battlefield,300000835,,11.984189,52.865106,,,,Thirty Years War,,
8601,Werki,Historical Conflict Event Dataset,1658,,,LV,,battlefield,300000835,,25.2358139,54.7731234,,,,Russo-Polish War,,
8602,Wertingen,Historical Conflict Event Dataset,1805,,,DE,,battlefield,300000835,,10.6791623,48.5617904,,,,Napoleonic Wars (3rd Coalition),,
8603,Wesel,Historical Conflict Event Dataset,1629,,,DE,,battlefield,300000835,,6.6295679,51.6643079,,,,Netherlands War of Independence,,
8604,Wesel,Historical Conflict Event Dataset,1945,,,DE,,battlefield,300000835,,6.6295679,51.6643079,,,,World War II,,
8605,Weser,Historical Conflict Event Dataset,0016,,,DE,,battlefield,300000835,,8.8183409,52.4790969,,,,Rome's Germanic Wars,,
8606,Western Approaches (st),Historical Conflict Event Dataset,1814,,,GB,,battlefield,300000835,,-20.2491077,48.8073745,,,,War of 1812,,
8607,Western Approaches (nd),Historical Conflict Event Dataset,1814,,,GB,,battlefield,300000835,,-20.2491077,48.8073745,,,,War of 1812,,
8608,Western Hubei,Historical Conflict Event Dataset,1943,,,CN,,battlefield,300000835,,110.0084479,31.1357144,,,,World War II,,
8609,Westerplatte,Historical Conflict Event Dataset,1939,,,PL,,battlefield,300000835,,18.6669677,54.4067051,,,,World War II,,
8610,West Irian,Historical Conflict Event Dataset,1962,,,ID,,battlefield,300000835,,136.7328073,-6.0389327,,,,Dutch-Indonesian War,,
8611,Westport,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-94.5967608,39.0531549,,,,American Civil War,,
8612,Wethersfield,Historical Conflict Event Dataset,1637,,,US,,battlefield,300000835,,-72.6596244,41.7063537,,,,Pequot Indian War,,
8613,Wetzikon,Historical Conflict Event Dataset,1799,,,CH,,battlefield,300000835,,8.801356,47.3270602,,,,French Revolutionary Wars (2nd Coalition),,
8614,Wetzlar,Historical Conflict Event Dataset,1796,,,DE,,battlefield,300000835,,8.5081645,50.5589802,,,,French Revolutionary Wars (1st Coalition),,
8615,Wewak,Historical Conflict Event Dataset,1944,,,PG,,battlefield,300000835,,143.628889,-3.551389,,,,World War II,,
8616,Wexford,Historical Conflict Event Dataset,1649,,,IE,,battlefield,300000835,,-6.4633381,52.336916,,,,British Civil Wars,,
8617,Wheathampstead,Historical Conflict Event Dataset,-0054,,,GB,,battlefield,300000835,,-0.2938223,51.8114109,,,,Roman Invasion of Britain,,
8618,White Bird Canyon,Historical Conflict Event Dataset,1877,,,US,,battlefield,300000835,,-116.3297299,45.7515498,,,,Nez Perce Indian War,,
8619,White Hall,Historical Conflict Event Dataset,1862,,,US,,battlefield,300000835,,-77.7194597,35.2224464,,,,American Civil War,,
8620,Whitehaven,Historical Conflict Event Dataset,1778,,,US,,battlefield,300000835,,-3.6127562,54.5444788,,,,War of the American Revolution,,
8621,White Horse Hill,Historical Conflict Event Dataset,1952,,,KR,,battlefield,300000835,,127.1642023,38.199427,,,,Korean War,,
8622,White Marsh,Historical Conflict Event Dataset,1777,,,US,,battlefield,300000835,,-75.3174636,40.1023002,,,,War of the American Revolution,,
8623,White Mountain,Historical Conflict Event Dataset,1620,,,CZ,,battlefield,300000835,,14.3104119,50.078888,,,,Thirty Years War,,
8624,White Oak Road,Historical Conflict Event Dataset,1865,,,US,,battlefield,300000835,,-77.4499135,38.3146915,,,,American Civil War,,
8625,White Oak Swamp,Historical Conflict Event Dataset,1862,,,US,,battlefield,300000835,,-77.2973433,37.5062736,,,,American Civil War,,
8626,White Plains,Historical Conflict Event Dataset,1776,,,US,,battlefield,300000835,,-73.7820174,41.0300007,,,,War of the American Revolution,,
8627,White River,Historical Conflict Event Dataset,1879,,,US,,battlefield,300000835,,-107.918803,40.051041,,,,Ute Indian Wars,,
8628,White Rock,Historical Conflict Event Dataset,-0218,,,FR,,battlefield,300000835,,6.7756435,45.6431446,,,,2nd Punic War,,
8629,Whitestone Hill,Historical Conflict Event Dataset,1863,,,US,,battlefield,300000835,,-98.8591327,46.1688787,,,,Sioux Indian Wars,,
8630,White Wolf Mountain,Historical Conflict Event Dataset,0207,,,CN,,battlefield,300000835,,106.2023526,38.8363799,,,,Wars of the Three Kingdoms,,
8631,Whitman Massacre,Historical Conflict Event Dataset,1847,,,US,,battlefield,300000835,,-118.4661064,46.0413251,,,,Cayuse Indian War,,
8632,Wibbandun,Historical Conflict Event Dataset,0568,,,GB,,battlefield,300000835,,-0.2520043,51.4212893,,,,Anglo-Saxon Conquest of Britain,,
8633,Wichita Agency,Historical Conflict Event Dataset,1862,,,US,,battlefield,300000835,,-96.5645718,33.8955735,,,,Kickapoo Indian Wars,,
8634,Wieselburg,Historical Conflict Event Dataset,1096,,,AT,,battlefield,300000835,,15.1386275,48.1286025,,,,1st Crusade,,
8635,Wiesenthal,Historical Conflict Event Dataset,1866,,,DE,,battlefield,300000835,,10.1682674,50.701346,,,,Seven Weeks War,,
8636,Wiesloch,Historical Conflict Event Dataset,1622,,,DE,,battlefield,300000835,,8.6962064,49.2953714,,,,Thirty Years War,,
8637,Wigan,Historical Conflict Event Dataset,1651,,,GB,,battlefield,300000835,,-2.6325074,53.5450645,,,,British Civil Wars,,
8638,Wilderness,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-77.849924,38.3091962,,,,American Civil War,,
8639,Wilhelmstahl,Historical Conflict Event Dataset,1762,,,DE,,battlefield,300000835,,9.4102936,51.3920442,,,,Seven Years War,,
8640,Wilkomierz,Historical Conflict Event Dataset,1435,,,LT,,battlefield,300000835,,24.7760749,55.245265,,,,Later Wars of the Teutonic Knights,,
8641,Willems,Historical Conflict Event Dataset,1794,,,FR,,battlefield,300000835,,3.239231,50.631662,,,,French Revolutionary Wars (1st Coalition),,
8642,Williamsburg,Historical Conflict Event Dataset,1862,,,US,,battlefield,300000835,,-76.7074571,37.2707022,,,,American Civil War,,
8643,Williamsons Plantation,Historical Conflict Event Dataset,1780,,,US,,battlefield,300000835,,-81.1838361,34.8637667,,,,War of the American Revolution,,
8644,Williamsport,Historical Conflict Event Dataset,1863,,,US,,battlefield,300000835,,-77.8257718,39.5982102,,,,American Civil War,,
8645,Willmanstrand,Historical Conflict Event Dataset,1741,,,FI,,battlefield,300000835,,28.1896627,61.0549929,,,,1st Russo-Swedish War,,
8646,Willow,Historical Conflict Event Dataset,1848,,,US,,battlefield,300000835,,-119.8614534,36.7400868,,,,Cayuse Indian War,,
8647,Willow Grange,Historical Conflict Event Dataset,1899,,,ZA,,battlefield,300000835,,29.9235252,-29.1035675,,,,2nd Anglo-Boer War,,
8648,Wilmington,Historical Conflict Event Dataset,1865,,,US,,battlefield,300000835,,-77.8868117,34.2103894,,,,American Civil War,,
8649,Wilnsdorf,Historical Conflict Event Dataset,1796,,,DE,,battlefield,300000835,,8.1043471,50.8158706,,,,French Revolutionary Wars (1st Coalition),,
8650,Wilsons Creek,Historical Conflict Event Dataset,1861,,,US,,battlefield,300000835,,-93.4117095,37.109157,,,,American Civil War,,
8651,Wilsons Wharf,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-77.0887251,37.2709981,,,,American Civil War,,
8652,Wilton,Historical Conflict Event Dataset,0871,,,GB,,battlefield,300000835,,-1.862598,51.079018,,,,Viking Wars in Britain,,
8653,Wilton,Historical Conflict Event Dataset,1143,,,GB,,battlefield,300000835,,-1.862598,51.079018,,,,English Period of Anarchy,,
8654,Wimborne,Historical Conflict Event Dataset,0902,,,GB,,battlefield,300000835,,-1.9830004,50.8004646,,,,Viking Wars in Britain,,
8655,Wimpfen,Historical Conflict Event Dataset,1622,,,DE,,battlefield,300000835,,9.1779001,49.232,,,,Thirty Years War,,
8656,Winceby,Historical Conflict Event Dataset,1643,,,GB,,battlefield,300000835,,-0.018447,53.195482,,,,British Civil Wars,,
8657,Winchelsea,Historical Conflict Event Dataset,1350,,,GB,,battlefield,300000835,,0.7095541,50.9249721,,,,Hundred Years War,,
8658,"Winchester, England",Historical Conflict Event Dataset,1141,,,GB,,battlefield,300000835,,-1.310142,51.059771,,,,English Period of Anarchy,,
8659,"Winchester, Virginia",Historical Conflict Event Dataset,1862,,,US,,battlefield,300000835,,-78.1949113,39.1767127,,,,American Civil War,,
8660,"Winchester, Virginia",Historical Conflict Event Dataset,1863,,,US,,battlefield,300000835,,-78.1949113,39.1767127,,,,American Civil War,,
8661,Winchester,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-78.1949113,39.1767127,,,,American Civil War,,
8662,Windhoek,Historical Conflict Event Dataset,1915,,,NA,,battlefield,300000835,,17.0657549,-22.5608807,,,,World War I,,
8663,Winnington Bridge,Historical Conflict Event Dataset,1659,,,GB,,battlefield,300000835,,-2.531601,53.263545,,,,Royalist Rising,,
8664,Winterthur,Historical Conflict Event Dataset,1292,,,CH,,battlefield,300000835,,8.7236889,47.4988196,,,,Habsburg-Swiss Wars,,
8665,Winter War,Historical Conflict Event Dataset,1939,1940,,FI,,battlefield,300000835,,29.416667,60.5,,,,World War II,,
8666,Winwaed,Historical Conflict Event Dataset,0655,,,GB,,battlefield,300000835,,-1.549167,53.799722,,,,Anglo-Saxon Territorial Wars,,
8667,Wippedesfleet,Historical Conflict Event Dataset,0465,,,GB,,battlefield,300000835,,1.2612212,51.3534684,,,,Anglo-Saxon Conquest of Britain,,
8668,Wisconsin Heights,Historical Conflict Event Dataset,1832,,,US,,battlefield,300000835,,-89.8165459,43.1514848,,,,Black Hawk War,,
8669,Wissembourg,Historical Conflict Event Dataset,1793,,,FR,,battlefield,300000835,,7.94454,49.036858,,,,French Revolutionary Wars (1st Coalition),,
8670,Wissembourg,Historical Conflict Event Dataset,1870,,,FR,,battlefield,300000835,,7.94454,49.036858,,,,Franco-Prussian War,,
8671,Withlacoochee,Historical Conflict Event Dataset,1835,,,US,,battlefield,300000835,,-82.3329232,28.6623484,,,,2nd Seminole Indian War,,
8672,Withlacoochee,Historical Conflict Event Dataset,1836,,,US,,battlefield,300000835,,-82.3329232,28.6623484,,,,2nd Seminole Indian War,,
8673,Wittenweier,Historical Conflict Event Dataset,1638,,,DE,,battlefield,300000835,,7.7613651,48.328779,,,,Thirty Years War,,
8674,Wittstock,Historical Conflict Event Dataset,1636,,,DE,,battlefield,300000835,,12.5538862,53.2045159,,,,Thirty Years War,,
8675,Wodnesbeorg,Historical Conflict Event Dataset,0592,,,GB,,battlefield,300000835,,-1.7127142,51.5481756,,,,Anglo-Saxon Territorial Wars,,
8676,Wodnesbeorg,Historical Conflict Event Dataset,0715,,,GB,,battlefield,300000835,,-1.7127142,51.5481756,,,,Anglo-Saxon Territorial War,,
8677,Woevre,Historical Conflict Event Dataset,1915,,,FR,,battlefield,300000835,,5.680072,49.089444,,,,World War I,,
8678,Wofla,Historical Conflict Event Dataset,1542,,,ET,,battlefield,300000835,,39.2371967,12.5382473,,,,Ethiopian-Adal War,,
8679,Wogastisburg,Historical Conflict Event Dataset,0631,,,AT,,battlefield,300000835,,14.5649683,48.2327396,,,,Frankish Imperial Wars,,
8680,Wohlenschwyl,Historical Conflict Event Dataset,1653,,,CH,,battlefield,300000835,,8.2569192,47.4125559,,,,Swiss Peasant War,,
8681,Wojnicz,Historical Conflict Event Dataset,1655,,,PL,,battlefield,300000835,,20.8378422,49.9579835,,,,1st Northern War,,
8682,Wolchefit Pass,Historical Conflict Event Dataset,1941,,,ET,,battlefield,300000835,,37.9144783,13.2,,,,World War II,,
8683,Wolfenbuttel,Historical Conflict Event Dataset,1641,,,DE,,battlefield,300000835,,10.5408484,52.1640413,,,,Thirty Years War,,
8684,Wolf Mountain,Historical Conflict Event Dataset,1877,,,US,,battlefield,300000835,,-109.9222689,45.1502175,,,,Sioux Indian Wars,,
8685,Wolgast,Historical Conflict Event Dataset,1628,,,DE,,battlefield,300000835,,13.7665591,54.0496018,,,,Thirty Years War,,
8686,Wonju,Historical Conflict Event Dataset,1950,,,KR,,battlefield,300000835,,127.9201621,37.3422186,,,,Korean War,,
8687,Wood Lake,Historical Conflict Event Dataset,1862,,,US,,battlefield,300000835,,-95.4410159,44.7079269,,,,Sioux Indian Wars,,
8688,Worcester,Historical Conflict Event Dataset,1651,,,GB,,battlefield,300000835,,-2.221575,52.193636,,,,British Civil Wars,,
8689,Worringen,Historical Conflict Event Dataset,1288,,,DE,,battlefield,300000835,,6.8741944,51.0560173,,,,German Ducal Wars,,
8690,Worth,Historical Conflict Event Dataset,1870,,,FR,,battlefield,300000835,,6.9277309,48.9654807,,,,Franco-Prussian War,,
8691,Wounded Knee Creek,Historical Conflict Event Dataset,1890,,,US,,battlefield,300000835,,-102.7183268,43.2447236,,,,Sioux Indian Wars,,
8692,Wrotham Heath,Historical Conflict Event Dataset,1554,,,GB,,battlefield,300000835,,0.308506,51.30777,,,,Wyatts Rebellion,,
8693,Wuchang,Historical Conflict Event Dataset,1852,1853,,CN,,battlefield,300000835,,114.316513,30.554299,,,,Taiping Rebellion,,
8694,Wuchang (st),Historical Conflict Event Dataset,1854,,,CN,,battlefield,300000835,,114.316513,30.554299,,,,Taiping Rebellion,,
8695,Wuchang (nd),Historical Conflict Event Dataset,1854,,,CN,,battlefield,300000835,,114.316513,30.554299,,,,Taiping Rebellion,,
8696,Wuchang,Historical Conflict Event Dataset,1855,,,CN,,battlefield,300000835,,114.316513,30.554299,,,,Taiping Rebellion,,
8697,Wuchang,Historical Conflict Event Dataset,1856,,,CN,,battlefield,300000835,,114.316513,30.554299,,,,Taiping Rebellion,,
8698,Wuchang,Historical Conflict Event Dataset,1911,,,CN,,battlefield,300000835,,114.316513,30.554299,,,,1st Chinese Revolution,,
8699,Wuchang,Historical Conflict Event Dataset,1926,,,CN,,battlefield,300000835,,114.316513,30.554299,,,,1st Chinese Revolutionary Civil War,,
8700,Wuhan,Historical Conflict Event Dataset,1938,,,CN,,battlefield,300000835,,114.305539,30.592849,,,,Sino-Japanese War,,
8701,Wurzburg,Historical Conflict Event Dataset,1796,,,DE,,battlefield,300000835,,9.9533548,49.7913044,,,,French Revolutionary Wars (1st Coalition),,
8702,Wurzburg,Historical Conflict Event Dataset,1866,,,DE,,battlefield,300000835,,9.9533548,49.7913044,,,,Seven Weeks War,,
8703,Wuxue,Historical Conflict Event Dataset,1853,,,CN,,battlefield,300000835,,115.561217,29.844107,,,,Taiping Rebellion,,
8704,Wynendael,Historical Conflict Event Dataset,1708,,,BE,,battlefield,300000835,,3.0679,51.09331,,,,War of the Spanish Succession,,
8705,Wyoming Massacre,Historical Conflict Event Dataset,1778,,,US,,battlefield,300000835,,-75.859099,41.3059786,,,,War of the American Revolution,,
8706,Xaquixaguana,Historical Conflict Event Dataset,1548,,,PE,,battlefield,300000835,,-75.015152,-9.189967,,,,Spanish Civil War in Peru,,
8707,Xerigordon,Historical Conflict Event Dataset,1096,,,TR,,battlefield,300000835,,29.8046823,40.4397951,,,,1st Crusade,,
8708,Xiamen,Historical Conflict Event Dataset,1841,,,CN,,battlefield,300000835,,118.089425,24.479833,,,,1st Opium War,,
8709,Xian,Historical Conflict Event Dataset,1949,,,CN,,battlefield,300000835,,108.93977,34.341574,,,,3rd Chinese Revolutionary Civil Wars,,
8710,Xiang,Historical Conflict Event Dataset,1934,,,CN,,battlefield,300000835,,106.5662541,34.8374556,,,,2nd Chinese Revolutionary Civil War,,
8711,Xiangyi,Historical Conflict Event Dataset,0369,,,CN,,battlefield,300000835,,106.3985944,36.8591693,,,,Wars of the Sixteen Kingdoms Era,,
8712,Xiangji,Historical Conflict Event Dataset,0757,,,CN,,battlefield,300000835,,108.8904683,34.1215574,,,,An Lushan Rebellion,,
8713,Xiangzhou,Historical Conflict Event Dataset,0758,,,CN,,battlefield,300000835,,114.2060901,36.1003241,,,,An Lushan Rebellion,,
8714,Xiangyang,Historical Conflict Event Dataset,1206,,,CN,,battlefield,300000835,,111.8750422,31.9032164,,,,Jin-Song Wars,,
8715,Xiangyang,Historical Conflict Event Dataset,1268,,,CN,,battlefield,300000835,,111.8750422,31.9032164,,,,Mongol Wars of Kublai Khan,,
8716,Xianyang,Historical Conflict Event Dataset,-0207,,,CN,,battlefield,300000835,,108.708991,34.329605,,,,Fall of the Qin Dynasty,,
8717,Xiaoling,Historical Conflict Event Dataset,1631,,,CN,,battlefield,300000835,,121.0704657,41.1188134,,,,Manchu Conquest of China,,
8718,Xingan,Historical Conflict Event Dataset,1900,,,CN,,battlefield,300000835,,132.5301983,45.7698561,,,,Russo-Chinese War,,
8719,Xinmintun,Historical Conflict Event Dataset,1925,,,CN,,battlefield,300000835,,120.160326,40.808434,,,,Guo Songling's Revolt,,
8720,Xuan Loc,Historical Conflict Event Dataset,1975,,,VN,,battlefield,300000835,,107.8418467,10.5978327,,,,Vietnam War,,
8721,Xuge,Historical Conflict Event Dataset,-0707,,,CN,,battlefield,300000835,,116.860971,30.751503,,,,Wars of China's Spring and Autumn Era,,
8722,Xuyi,Historical Conflict Event Dataset,0451,,,CN,,battlefield,300000835,,118.54436,33.01197,,,,Wars of the Six Dynasties,,
8723,Xuzhou,Historical Conflict Event Dataset,1927,,,CN,,battlefield,300000835,,117.284124,34.205768,,,,2nd Chinese Revolutionary Civil War,,
8724,Xuzhou,Historical Conflict Event Dataset,1937,1938,,CN,,battlefield,300000835,,117.284124,34.205768,,,,Sino-Japanese War,,
8725,Yaguachi,Historical Conflict Event Dataset,1821,,,EC,,battlefield,300000835,,-79.6923047,-2.0983597,,,,Ecuadorian War of Independence,,
8726,Yahni,Historical Conflict Event Dataset,1877,,,TR,,battlefield,300000835,,43.2767233,40.616536,,,,Russo-Turkish Wars,,
8727,YaluNaval,Historical Conflict Event Dataset,1894,,,CN,,battlefield,300000835,,124.3441553,40.0842831,,,,Sino-Japanese War,,
8728,Yalu,Historical Conflict Event Dataset,1904,,,CN,,battlefield,300000835,,124.5257128,40.1968252,,,,Russo-Japanese War,,
8729,Yamazaki,Historical Conflict Event Dataset,0672,,,JP,,battlefield,300000835,,135.6744151,34.8923552,,,,Jinshin War,,
8730,Yamazaki,Historical Conflict Event Dataset,1582,,,JP,,battlefield,300000835,,135.6744151,34.8923552,,,,Japan's Era of the Warring States,,
8731,Yanacocha,Historical Conflict Event Dataset,1835,,,PE,,battlefield,300000835,,-71.6493843,-13.7027533,,,,Bolivian-Peruvian War,,
8732,Yanan,Historical Conflict Event Dataset,1947,,,CN,,battlefield,300000835,,109.489757,36.585445,,,,3rd Chinese Revolutionary Civil War,,
8733,Yanbu,Historical Conflict Event Dataset,1811,,,SA,,battlefield,300000835,,38.1899782,24.0231757,,,,"Ottoman-Saudi War, 1811",,
8734,Yanbu (st),Historical Conflict Event Dataset,1916,,,SA,,battlefield,300000835,,38.1899782,24.0231757,,,,World War I,,
8735,Yanbu (nd),Historical Conflict Event Dataset,1916,,,SA,,battlefield,300000835,,38.1899782,24.0231757,,,,World War I,,
8736,Yancun,Historical Conflict Event Dataset,1900,,,CN,,battlefield,300000835,,116.7818726,39.4125144,,,,Boxer Rebellion,,
8737,Yangzhou,Historical Conflict Event Dataset,1645,,,CN,,battlefield,300000835,,119.412939,32.394209,,,,Manchu Conquest of China,,
